"","#","Name","Type","Std_conc","RT","Area","IS Area","Response","Detection Flags","ng/mL","%Dev","Compound"
"747","1","Blank_01","Blank","0","3.02","3.259",0,"3.259","bb","3.4","0","DIMBOA"
"748","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","DIMBOA"
"749","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"750","4","Pool_01","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"751","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","DIMBOA"
"752","25","Pool_02","QC","0.000","3.09","2.999",0,"2.999","db","3.2","0","DIMBOA"
"753","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"754","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"755","66","PM11xStds_5ng_1","Standard","5.000","3.09","8.748",0,"8.748","bd","6.2","23.5","DIMBOA"
"756","67","PM11xStds_10ng_1","Standard","10.000","3.09","20.906",0,"20.906","bb","12.4","24.2","DIMBOA"
"757","68","PM11xStds_50ng_1","Standard","50.000","3.09","75.234",0,"75.234","bb","40.3","-19.3","DIMBOA"
"758","69","PM11xStds_200ng_1","Standard","200.000","3.09","376.203",0,"376.203","bd","195.0","-2.5","DIMBOA"
"759","70","PM11xStds_400ng_1","Standard","400.000","3.09","844.922",0,"844.922","bd","435.9","9.0","DIMBOA"
"760","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","DIMBOA"
"761","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","DIMBOA"
"762","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","DIMBOA"
"763","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","DIMBOA"
"764","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","DIMBOA"
"765","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","DIMBOA"
"766","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","DIMBOA"
"767","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","DIMBOA"
"768","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","DIMBOA"
"769","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","DIMBOA"
"770","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"771","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"772","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"773","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","DIMBOA"
"774","142","PM11xStds_5ng_2","Standard","5.000","3.09","5.207",0,"5.207","bd","4.4","-12.9","DIMBOA"
"775","143","PM11xStds_10ng_2","Standard","10.000","3.09","17.357",0,"17.357","bd","10.6","6.0","DIMBOA"
"776","144","PM11xStds_50ng_2","Standard","50.000","3.09","72.688",0,"72.688","bd","39.0","-21.9","DIMBOA"
"777","145","PM11xStds_200ng_2","Standard","200.000","3.09","366.855",0,"366.855","bd","190.2","-4.9","DIMBOA"
"778","146","PM11xStds_400ng_2","Standard","400.000","3.09","767.332",0,"767.332","bd","396.0","-1.0","DIMBOA"
"779","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","DIMBOA"
"780","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","DIMBOA"
"781","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","DIMBOA"
"782","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","DIMBOA"
"783","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","DIMBOA"
"784","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","DIMBOA"
"785","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","DIMBOA"
"786","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","DIMBOA"
"787","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","DIMBOA"
"788","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","DIMBOA"
"789","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","DIMBOA"
"790","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","DIMBOA"
"791","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","BOA"
"792","2","Blank_02","Blank","0","3.37","3.778",0,"3.778","bb","3.2","0","BOA"
"793","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","BOA"
"794","4","Pool_01","QC","0.000","3.46","1452.751",0,"1452.751","bb","193.3","0","BOA"
"795","6","Blank_03","Blank","0","3.37","6.570",0,"6.570","bb","3.6","0","BOA"
"796","25","Pool_02","QC","0.000","3.47","1535.763",0,"1535.763","bb","204.2","0","BOA"
"797","45","Pool_03","QC","0.000","3.47","1482.918",0,"1482.918","bb","197.3","0","BOA"
"798","65","Pool_04","QC","0.000","3.47","1410.527",0,"1410.527","bb","187.8","0","BOA"
"799","66","PM11xStds_5ng_1","Standard","5.000","3.48","32.857",0,"32.857","bb","7.0","40.4","BOA"
"800","67","PM11xStds_10ng_1","Standard","10.000","3.47","75.754",0,"75.754","bd","12.6","26.5","BOA"
"801","68","PM11xStds_50ng_1","Standard","50.000","3.47","387.224",0,"387.224","bb","53.5","7.0","BOA"
"802","69","PM11xStds_200ng_1","Standard","200.000","3.47","1831.621",0,"1831.621","bb","243.0","21.5","BOA"
"803","70","PM11xStds_400ng_1","Standard","400.000","3.48","3628.118",0,"3628.118","bb","478.8","19.7","BOA"
"804","71","MHPA_40ngml_1","Standard","40.000","3.53","4.006",0,"4.006","bb","3.2","-91.9","BOA"
"805","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","BOA"
"806","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","BOA"
"807","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","BOA"
"808","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","BOA"
"809","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","BOA"
"810","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","BOA"
"811","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","BOA"
"812","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","BOA"
"813","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","BOA"
"814","85","Pool_05","QC","0.000","3.48","1598.581",0,"1598.581","bb","212.5","0","BOA"
"815","105","Pool_06","QC","0.000","3.48","1551.881",0,"1551.881","bb","206.3","0","BOA"
"816","125","Pool_07","QC","0.000","3.47","1513.298",0,"1513.298","bb","201.3","0","BOA"
"817","141","Pool_08","QC","0.000","3.48","1479.270",0,"1479.270","bb","196.8","0","BOA"
"818","142","PM11xStds_5ng_2","Standard","5.000","3.48","29.738",0,"29.738","bb","6.6","32.2","BOA"
"819","143","PM11xStds_10ng_2","Standard","10.000","3.48","62.069",0,"62.069","bb","10.9","8.5","BOA"
"820","144","PM11xStds_50ng_2","Standard","50.000","3.48","358.785",0,"358.785","bb","49.8","-0.4","BOA"
"821","145","PM11xStds_200ng_2","Standard","200.000","3.48","1797.973",0,"1797.973","bb","238.6","19.3","BOA"
"822","146","PM11xStds_400ng_2","Standard","400.000","3.48","3507.327",0,"3507.327","bb","462.9","15.7","BOA"
"823","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","BOA"
"824","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","BOA"
"825","149","MHPA_200ngml_2","Standard","200.000","3.39","2.297",0,"2.297","bb","3.0","-98.5","BOA"
"826","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","BOA"
"827","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","BOA"
"828","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","BOA"
"829","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","BOA"
"830","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","BOA"
"831","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","BOA"
"832","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","BOA"
"833","157","Blank_04","Blank","0","3.39","3.232",0,"3.232","bb","3.1","0","BOA"
"834","158","Blank_05","Blank","0","3.39","3.946",0,"3.946","bb","3.2","0","BOA"
"835","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","HDMBOA-Glc"
"836","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","HDMBOA-Glc"
"837","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"838","4","Pool_01","QC","0.000","3.24","3.904",0,"3.904","bb","10.2","0","HDMBOA-Glc"
"839","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","HDMBOA-Glc"
"840","25","Pool_02","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"841","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"842","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"843","66","PM11xStds_5ng_1","Standard","5.000","3.28","3.384",0,"3.384","bb","8.7","73.4","HDMBOA-Glc"
"844","67","PM11xStds_10ng_1","Standard","10.000","3.28","3.569",0,"3.569","db","9.2","-8.0","HDMBOA-Glc"
"845","68","PM11xStds_50ng_1","Standard","50.000","3.28","10.754",0,"10.754","bb","29.7","-40.5","HDMBOA-Glc"
"846","69","PM11xStds_200ng_1","Standard","200.000","3.28","72.481",0,"72.481","bb","206.3","3.2","HDMBOA-Glc"
"847","70","PM11xStds_400ng_1","Standard","400.000","3.28","153.842",0,"153.842","bb","439.0","9.8","HDMBOA-Glc"
"848","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"849","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"850","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"851","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"852","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"853","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"854","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"855","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"856","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"857","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"858","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"859","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"860","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"861","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"862","142","PM11xStds_5ng_2","Standard","5.000","3.29","2.016",0,"2.016","bb","4.8","-4.9","HDMBOA-Glc"
"863","143","PM11xStds_10ng_2","Standard","10.000","3.28","3.375",0,"3.375","db","8.6","-13.6","HDMBOA-Glc"
"864","144","PM11xStds_50ng_2","Standard","50.000","3.29","16.096",0,"16.096","db","45.0","-9.9","HDMBOA-Glc"
"865","145","PM11xStds_200ng_2","Standard","200.000","3.28","64.719",0,"64.719","bb","184.1","-7.9","HDMBOA-Glc"
"866","146","PM11xStds_400ng_2","Standard","400.000","3.28","138.274",0,"138.274","db","394.5","-1.4","HDMBOA-Glc"
"867","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"868","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"869","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"870","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"871","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"872","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"873","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"874","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"875","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"876","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","HDMBOA-Glc"
"877","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","HDMBOA-Glc"
"878","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","HDMBOA-Glc"
"879","#","Name","Type","Std. Conc","RT","Area",NA,"Response","Detection Flags","ng/mL","%Dev","0"
"880","1","Blank_01","Blank","0","3.72","3.864",0,"3.864","bbI","0.0","0","MBOA"
"881","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","MBOA"
"882","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","MBOA"
"883","4","Pool_01","QC","0.000","3.73","3908.469",0,"3908.469","bb","402.5","0","MBOA"
"884","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","MBOA"
"885","25","Pool_02","QC","0.000","3.74","4122.813",0,"4122.813","bb","424.6","0","MBOA"
"886","45","Pool_03","QC","0.000","3.74","4185.548",0,"4185.548","bb","431.1","0","MBOA"
"887","65","Pool_04","QC","0.000","3.75","4092.406",0,"4092.406","bb","421.5","0","MBOA"
"888","66","PM11xStds_5ng_1","Standard","5.000","3.74","55.591",0,"55.591","MM","4.0","-19.9","MBOA"
"889","67","PM11xStds_10ng_1","Standard","10.000","3.74","118.500",0,"118.500","bb","10.5","5.1","MBOA"
"890","68","PM11xStds_50ng_1","Standard","50.000","3.74","690.522",0,"690.522","bb","69.7","39.3","MBOA"
"891","69","PM11xStds_200ng_1","Standard","200.000","3.74","2992.508",0,"2992.508","bb","307.7","53.9","MBOA"
"892","70","PM11xStds_400ng_1","Standard","400.000","3.74","5723.892",0,"5723.892","bb","590.2","47.6","MBOA"
"893","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","MBOA"
"894","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","MBOA"
"895","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","MBOA"
"896","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","MBOA"
"897","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","MBOA"
"898","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","MBOA"
"899","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","MBOA"
"900","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","MBOA"
"901","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","MBOA"
"902","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","MBOA"
"903","85","Pool_05","QC","0.000","3.75","4434.746",0,"4434.746","bb","456.9","0","MBOA"
"904","105","Pool_06","QC","0.000","3.74","4494.323",0,"4494.323","bb","463.0","0","MBOA"
"905","125","Pool_07","QC","0.000","3.74","4430.500",0,"4430.500","bb","456.4","0","MBOA"
"906","141","Pool_08","QC","0.000","3.75","4293.873",0,"4293.873","bb","442.3","0","MBOA"
"907","142","PM11xStds_5ng_2","Standard","5.000","3.74","50.828",0,"50.828","bb","3.5","-29.7","MBOA"
"908","143","PM11xStds_10ng_2","Standard","10.000","3.75","98.929",0,"98.929","bb","8.5","-15.1","MBOA"
"909","144","PM11xStds_50ng_2","Standard","50.000","3.75","628.512",0,"628.512","bb","63.3","26.5","MBOA"
"910","145","PM11xStds_200ng_2","Standard","200.000","3.74","2925.956",0,"2925.956","bb","300.9","50.4","MBOA"
"911","146","PM11xStds_400ng_2","Standard","400.000","3.74","5574.497",0,"5574.497","bb","574.8","43.7","MBOA"
"912","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","MBOA"
"913","148","MHPA_100ngml_2","Standard","100.000","3.80","2.048",0,"2.048","bbI","0.0","-100.0","MBOA"
"914","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","MBOA"
"915","150","MHPA_500ngml_2","Standard","500.000","3.74","2.579",0,"2.579","bbI","0.0","-100.0","MBOA"
"916","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","MBOA"
"917","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","MBOA"
"918","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","MBOA"
"919","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","MBOA"
"920","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","MBOA"
"921","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","MBOA"
"922","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","MBOA"
"923","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","MBOA"
"924","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","APO"
"925","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","APO"
"926","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","APO"
"927","4","Pool_01","QC","0.000","0","0",0,"0","0","0","0","APO"
"928","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","APO"
"929","25","Pool_02","QC","0.000","0","0",0,"0","0","0","0","APO"
"930","45","Pool_03","QC","0.000","0","0",0,"0","0","0","0","APO"
"931","65","Pool_04","QC","0.000","0","0",0,"0","0","0","0","APO"
"932","66","PM11xStds_5ng_1","Standard","5.000","4.83","326.895",0,"326.895","bb","5.6","12.5","APO"
"933","67","PM11xStds_10ng_1","Standard","10.000","4.83","778.597",0,"778.597","bb","10.5","4.8","APO"
"934","68","PM11xStds_50ng_1","Standard","50.000","4.83","4682.857",0,"4682.857","bb","52.4","4.8","APO"
"935","69","PM11xStds_200ng_1","Standard","200.000","4.83","19535.967",0,"19535.967","bb","211.8","5.9","APO"
"936","70","PM11xStds_400ng_1","Standard","400.000","4.83","39295.930",0,"39295.930","bb","424.0","6.0","APO"
"937","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","APO"
"938","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","APO"
"939","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","APO"
"940","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","APO"
"941","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","APO"
"942","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","APO"
"943","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","APO"
"944","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","APO"
"945","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","APO"
"946","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","APO"
"947","85","Pool_05","QC","0.000","0","0",0,"0","0","0","0","APO"
"948","105","Pool_06","QC","0.000","0","0",0,"0","0","0","0","APO"
"949","125","Pool_07","QC","0.000","0","0",0,"0","0","0","0","APO"
"950","141","Pool_08","QC","0.000","0","0",0,"0","0","0","0","APO"
"951","142","PM11xStds_5ng_2","Standard","5.000","4.86","260.068",0,"260.068","bb","4.9","-1.8","APO"
"952","143","PM11xStds_10ng_2","Standard","10.000","4.86","615.924",0,"615.924","bb","8.7","-12.7","APO"
"953","144","PM11xStds_50ng_2","Standard","50.000","4.86","4021.075",0,"4021.075","bb","45.3","-9.4","APO"
"954","145","PM11xStds_200ng_2","Standard","200.000","4.86","17783.225",0,"17783.225","bb","193.0","-3.5","APO"
"955","146","PM11xStds_400ng_2","Standard","400.000","4.86","34618.465",0,"34618.465","bb","373.8","-6.6","APO"
"956","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","APO"
"957","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","APO"
"958","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","APO"
"959","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","APO"
"960","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","APO"
"961","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","APO"
"962","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","APO"
"963","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","APO"
"964","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","APO"
"965","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","APO"
"966","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","APO"
"967","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","APO"
"968","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","AMPO"
"969","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","AMPO"
"970","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","AMPO"
"971","4","Pool_01","QC","0.000","5.00","2102.408",0,"2102.408","bb","21.1","0","AMPO"
"972","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","AMPO"
"973","25","Pool_02","QC","0.000","5.02","2191.853",0,"2191.853","bb","21.9","0","AMPO"
"974","45","Pool_03","QC","0.000","5.03","2010.175",0,"2010.175","bb","20.3","0","AMPO"
"975","65","Pool_04","QC","0.000","5.03","1896.753",0,"1896.753","bb","19.4","0","AMPO"
"976","66","PM11xStds_5ng_1","Standard","5.000","5.03","451.788",0,"451.788","bb","6.8","36.7","AMPO"
"977","67","PM11xStds_10ng_1","Standard","10.000","5.03","1012.974",0,"1012.974","bb","11.7","17.0","AMPO"
"978","68","PM11xStds_50ng_1","Standard","50.000","5.03","6006.175",0,"6006.175","bb","55.0","10.0","AMPO"
"979","69","PM11xStds_200ng_1","Standard","200.000","5.03","25141.123",0,"25141.123","bb","220.9","10.5","AMPO"
"980","70","PM11xStds_400ng_1","Standard","400.000","5.03","49215.633",0,"49215.633","bb","429.7","7.4","AMPO"
"981","71","MHPA_40ngml_1","Standard","40.000","5.04","55.174",0,"55.174","bb","3.4","-91.5","AMPO"
"982","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","AMPO"
"983","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","AMPO"
"984","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","AMPO"
"985","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","AMPO"
"986","76","VAA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","AMPO"
"987","77","VAA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","AMPO"
"988","78","VAA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","AMPO"
"989","79","VAA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","AMPO"
"990","80","VAA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","AMPO"
"991","85","Pool_05","QC","0.000","5.04","1987.068",0,"1987.068","bb","20.1","0","AMPO"
"992","105","Pool_06","QC","0.000","5.05","1851.359",0,"1851.359","bb","19.0","0","AMPO"
"993","125","Pool_07","QC","0.000","5.05","1773.813",0,"1773.813","bb","18.3","0","AMPO"
"994","141","Pool_08","QC","0.000","5.05","1708.421",0,"1708.421","bb","17.7","0","AMPO"
"995","142","PM11xStds_5ng_2","Standard","5.000","5.05","346.578",0,"346.578","bb","5.9","18.4","AMPO"
"996","143","PM11xStds_10ng_2","Standard","10.000","5.05","815.476",0,"815.476","bb","10.0","-0.1","AMPO"
"997","144","PM11xStds_50ng_2","Standard","50.000","5.05","5251.886",0,"5251.886","bb","48.5","-3.1","AMPO"
"998","145","PM11xStds_200ng_2","Standard","200.000","5.05","22808.504",0,"22808.504","bb","200.7","0.3","AMPO"
"999","146","PM11xStds_400ng_2","Standard","400.000","5.05","43185.680",0,"43185.680","bb","377.4","-5.7","AMPO"
"1000","147","MHPA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","AMPO"
"1001","148","MHPA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","AMPO"
"1002","149","MHPA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","AMPO"
"1003","150","MHPA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","AMPO"
"1004","151","MHPA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","AMPO"
"1005","152","VAA_40ngml_2","Standard","40.000","0","0",0,"0","0","0","0","AMPO"
"1006","153","VAA_100ngml_2","Standard","100.000","0","0",0,"0","0","0","0","AMPO"
"1007","154","VAA_200ngml_2","Standard","200.000","0","0",0,"0","0","0","0","AMPO"
"1008","155","VAA_500ngml_2","Standard","500.000","0","0",0,"0","0","0","0","AMPO"
"1009","156","VAA_1000ngml_2","Standard","1000.000","0","0",0,"0","0","0","0","AMPO"
"1010","157","Blank_04","Blank","0","0","0",0,"0","0","0","0","AMPO"
"1011","158","Blank_05","Blank","0","0","0",0,"0","0","0","0","AMPO"
"1012","1","Blank_01","Blank","0","0","0",0,"0","0","0","0","AAMPO"
"1013","2","Blank_02","Blank","0","0","0",0,"0","0","0","0","AAMPO"
"1014","3","QC_RefSample_0102","QC","0.000","0","0",0,"0","0","0","0","AAMPO"
"1015","4","Pool_01","QC","0.000","5.52","417.290",0,"417.290","bb","27.5","0","AAMPO"
"1016","6","Blank_03","Blank","0","0","0",0,"0","0","0","0","AAMPO"
"1017","25","Pool_02","QC","0.000","5.52","421.225",0,"421.225","bb","27.7","0","AAMPO"
"1018","45","Pool_03","QC","0.000","5.52","397.330",0,"397.330","bb","26.3","0","AAMPO"
"1019","65","Pool_04","QC","0.000","5.52","359.950",0,"359.950","bb","24.0","0","AAMPO"
"1020","66","PM11xStds_5ng_1","Standard","5.000","5.52","52.575",0,"52.575","bb","5.7","13.6","AAMPO"
"1021","67","PM11xStds_10ng_1","Standard","10.000","5.52","125.494",0,"125.494","bb","10.0","0.4","AAMPO"
"1022","68","PM11xStds_50ng_1","Standard","50.000","5.52","854.076",0,"854.076","bb","53.6","7.2","AAMPO"
"1023","69","PM11xStds_200ng_1","Standard","200.000","5.52","3784.760",0,"3784.760","bb","228.8","14.4","AAMPO"
"1024","70","PM11xStds_400ng_1","Standard","400.000","5.52","6655.950",0,"6655.950","bb","400.4","0.1","AAMPO"
"1025","71","MHPA_40ngml_1","Standard","40.000","0","0",0,"0","0","0","0","AAMPO"
"1026","72","MHPA_100ngml_1","Standard","100.000","0","0",0,"0","0","0","0","AAMPO"
"1027","73","MHPA_200ngml_1","Standard","200.000","0","0",0,"0","0","0","0","AAMPO"
"1028","74","MHPA_500ngml_1","Standard","500.000","0","0",0,"0","0","0","0","AAMPO"
"1029","75","MHPA_1000ngml_1","Standard","1000.000","0","0",0,"0","0","0","0","AAMPO"
